what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183792996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183793149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183892797
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1783183895465
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1783183895750
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1783183896001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183908411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183908479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183913841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183915688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183922068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183941417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183945758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183946189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183949910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183957101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183962595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183964928
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1783183965178
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1783183968048
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1783183968236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783183976639
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1783183981068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184007787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184008222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184016386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184017020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184017919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184018256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184019901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184021009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184023177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184025808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184034232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184034405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184034727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184034891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184040335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184045343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184773377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783184778105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186059463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186059621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186165827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186170676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186263675
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1783186265410
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1783186265746
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1783186265757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186267353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186267505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186271496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186273495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186278862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186311545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186311721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1783186312870
